Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,CriterioVazaoProjeto_OrgaoExtravasor,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Barragem Pública ou particular,Submetida à algum regulamento?,material_score,risco_score,DPA_score,temPAE_score,temPS_score,maintenance_score,vazao_score,doc_score,Eclusa_score
Barragem 1A,3.5,0.002247,"terra, enrocamento ou outros",107.0,outros,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,inativa,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 02,6.0,0.39552,"terra, enrocamento ou outros",350.0,irrigação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem Bacuri,3.5,0.045459,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,2.9,0.004428,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,2.9,0.004428,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,2.1,0.004925,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 04,1.9,0.0028188,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 05,1.8,0.001584,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 06,3.7,0.012741,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 07,3.5,0.015162,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 08,1.8,0.009328,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 09,3.5,0.002268,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 10,1.8,0.000805,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 11,1.9,0.003328,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 12,3.6,0.012768,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 13,8.0,0.624,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 14,2.6,0.00407,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 15,2.9,0.01705,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 16,1.7,0.0002415,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 17,1.75,0.0004752,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 18,1.3,0.000261,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 19,1.6,0.0003885,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 20,0.8,7.2e-05,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 21,1.2,0.0012558,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 22,1.8,0.0004464,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 23,1.4,0.000248,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 24,1.9,0.0081009,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 25,1.0,0.000792,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 26,1.3,0.001248,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 27,1.9,0.00238,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 28,2.3,0.005456,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,3.0,0.001992,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,1.5,0.0016095,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,3.0,0.004794,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 04,2.0,0.0010813,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 05,2.0,0.002658,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 06,2.0,0.0038127,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,3.5,0.0021241976,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,2.0,0.00565,"terra, enrocamento ou outros",130.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,1.5,0.002733,"terra, enrocamento ou outros",113.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,1.5,0.006066,"terra, enrocamento ou outros",240.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 04,2.0,0.00475,"terra, enrocamento ou outros",130.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 05,2.0,0.0009,"terra, enrocamento ou outros",65.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 06,2.0,0.002,"terra, enrocamento ou outros",60.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 07,2.0,0.0023,"terra, enrocamento ou outros",65.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 08,2.0,0.01106,"terra, enrocamento ou outros",240.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 09,2.0,0.00315,"terra, enrocamento ou outros",110.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 10,2.0,0.00295,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 11,3.3,0.06608,"terra, enrocamento ou outros",790.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 12,1.5,0.0008333,"terra, enrocamento ou outros",75.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 13,2.5,0.0045333,"terra, enrocamento ou outros",140.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 14,2.0,0.00365,"terra, enrocamento ou outros",110.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 15,1.5,0.000633,"terra, enrocamento ou outros",40.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 16,0.8,0.0015,"terra, enrocamento ou outros",60.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,4.0,0.002864,"terra, enrocamento ou outros",132.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,2.0,0.0011533,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,2.5,0.0043642,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 04,2.5,0.0062,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 07,2.0,0.003086,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 08,2.5,0.0024025,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 09,2.5,0.0024233,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 10,6.0,0.017682,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,1.5,0.0007326,"terra, enrocamento ou outros",89.0,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem A,3.0,0.0115125,"terra, enrocamento ou outros",100.0,dessedentação animal,médio,alto,não,não,,não confiável ou < 500 anos,sim,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,21.0,5.0,5.0,,10,2.0,0.0
Barragem B,4.0,0.053289,"terra, enrocamento ou outros",80.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,sim,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,2.0,0.0
Barragem C,6.0,0.36754,"terra, enrocamento ou outros",120.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,sim,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,2.0,0.0
Barragem D,4.0,0.0359525,"terra, enrocamento ou outros",80.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,sim,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,2.0,0.0
Barragem E,2.0,0.019517,"terra, enrocamento ou outros",100.0,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,sim,não,não,não,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,2.0,0.0
Barragem 01,7.0,0.11193,"terra, enrocamento ou outros",366.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,12.76,0.728408,"terra, enrocamento ou outros",948.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,1.0,0.001384,"terra, enrocamento ou outros",91.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 04,1.0,0.00104,"terra, enrocamento ou outros",74.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 05,1.0,0.000901,"terra, enrocamento ou outros",73.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 06,1.0,0.000193,"terra, enrocamento ou outros",28.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 07,3.0,0.002562,"terra, enrocamento ou outros",80.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 08,3.0,0.005982,"terra, enrocamento ou outros",78.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 09,0.5,9e-05,"terra, enrocamento ou outros",29.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Fazenda Primavera,5.0,0.067584,"terra, enrocamento ou outros",240.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,8.0,0.0
Barragem 01,3.0,0.010167,"terra, enrocamento ou outros",210.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,1.0,0.000433,"terra, enrocamento ou outros",98.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,3.0,0.120006,"terra, enrocamento ou outros",186.5,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,5.0,0.152721,"terra, enrocamento ou outros",210.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,2.5,0.0117204,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem Chacara das Manções,5.0,0.0225,"terra, enrocamento ou outros",200.0,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,4.0,0.0
Barragem 01,10.0,,"terra, enrocamento ou outros",168.0,outros,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,4.0,0.2145,"terra, enrocamento ou outros",,recreação,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,1.5,0.000533,"terra, enrocamento ou outros",74.86,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,2.0,0.0006,"terra, enrocamento ou outros",78.85,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,4.0,0.0162,"terra, enrocamento ou outros",114.65,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 04,3.0,0.0088667,"terra, enrocamento ou outros",101.29,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 05,1.5,0.0021,"terra, enrocamento ou outros",142.35,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 06,2.0,0.001,"terra, enrocamento ou outros",94.93,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 07,2.0,0.0003,"terra, enrocamento ou outros",42.72,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 08,2.0,0.00125,"terra, enrocamento ou outros",86.6,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,6.0,0.068604,"terra, enrocamento ou outros",137.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem Bacuri,3.5,0.045459,"terra, enrocamento ou outros",,outros,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem Duque Estrada,2.0,0.0029,"terra, enrocamento ou outros",78.0,dessedentação animal,baixo,baixo,não,não,,não confiável ou < 500 anos,sim,sim,sim,não,não,operação,não,Particular,Sim,3.0,30.0,7.0,5.0,5.0,,10,0.0,0.0
Barragem 01,4.0,0.025515,"terra, enrocamento ou outros",103.0,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,4.0,0.0
Barragem 02,3.5,0.012285,"terra, enrocamento ou outros",102.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,4.0,0.0
Barragem 04,2.5,0.03315,"terra, enrocamento ou outros",102.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,4.0,0.0
Barragem 07,3.0,0.004234,"terra, enrocamento ou outros",87.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,4.0,0.0
Barragem 12,1.5,0.00396,"terra, enrocamento ou outros",126.0,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,4.0,0.0
Barragem 01,2.0,0.001332,"terra, enrocamento ou outros",58.0,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,4.0,0.0
Barragem 02,2.5,0.0025,"terra, enrocamento ou outros",83.0,dessedentação animal,médio,médio,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,sim,Particular,Sim,3.0,50.0,14.0,5.0,5.0,,10,4.0,0.0
Barragem 01,2.0,0.00896,"terra, enrocamento ou outros",86.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,4.0,0.0
Barragem 02,2.5,0.00144,"terra, enrocamento ou outros",64.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,4.0,0.0
Barragem 06,2.0,0.001332,"terra, enrocamento ou outros",72.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,4.0,0.0
Barragem 05,2.5,0.00235,"terra, enrocamento ou outros",90.0,dessedentação animal,médio,baixo,não,não,,não confiável ou < 500 anos,não,não,sim,sim,não,operação,não,Particular,Sim,3.0,50.0,7.0,5.0,5.0,,10,4.0,0.0
Barragem 01,3.0,0.02726,"terra, enrocamento ou outros",180.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,2.0,0.014104,"terra, enrocamento ou outros",75.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,3.8,0.006966,"terra, enrocamento ou outros",100.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,3.0,0.01516,"terra, enrocamento ou outros",150.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 04,2.0,0.002732,"terra, enrocamento ou outros",60.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,sem informação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 01,2.5,0.002845,"terra, enrocamento ou outros",65.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 02,6.0,0.034536,"terra, enrocamento ou outros",120.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
Barragem 03,2.0,0.001532,"terra, enrocamento ou outros",50.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,,,,não,operação,,Particular,Sim,3.0,,,,,,10,,0.0
