Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,CriterioVazaoProjeto_OrgaoExtravasor,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Barragem Pública ou particular,Submetida à algum regulamento?,material_score,risco_score,DPA_score,temPAE_score,temPS_score,maintenance_score,vazao_score,doc_score,Eclusa_score
Reservatório 13 - Matrichãn,4.0,,"terra, enrocamento ou outros",,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Reservatório 14 - Pirarucú,4.0,,"terra, enrocamento ou outros",,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Reservatório 15 - Tambaqui,4.0,,"terra, enrocamento ou outros",,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Reservatório 16 - Surubim,2.5,,"terra, enrocamento ou outros",,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 01,3.4,0.884,"terra, enrocamento ou outros",,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 02,4.05,0.1053,"terra, enrocamento ou outros",,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 1,4.0,0.01530373,"terra, enrocamento ou outros",114.31,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 2,2.0,0.004581,"terra, enrocamento ou outros",67.7,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 3,3.0,0.01377018,"terra, enrocamento ou outros",173.73,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 4,4.0,0.1369882,"terra, enrocamento ou outros",250.55,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 5,4.0,0.18209184,"terra, enrocamento ou outros",163.51,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 6,4.0,0.12930939,"terra, enrocamento ou outros",230.54,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 7,3.0,0.04057375,"terra, enrocamento ou outros",278.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.07868,"terra, enrocamento ou outros",,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,2.5,0.039088,"terra, enrocamento ou outros",131.13,recreação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Pública,sim,3.0,,,,,,10,,
Sem denominação,1.0,0.00095,"terra, enrocamento ou outros",43.18,industrial,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa – Córrego Santa Bárbara,2.0,0.025295,"terra, enrocamento ou outros",64.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 01,2.3,0.039324,"terra, enrocamento ou outros",70.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 02,2.3,0.097506,"terra, enrocamento ou outros",70.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa 03,2.3,0.079424,"terra, enrocamento ou outros",70.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,12.0,,"terra, enrocamento ou outros",70.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,3.0,0.0042,"terra, enrocamento ou outros",20.0,industrial,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,7.5,0.6,"terra, enrocamento ou outros",185.0,recreação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Pública,sim,3.0,,,,,,10,,
B1,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B2,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B3,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B4,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B5,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B6,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B7,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B8,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B9,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B10,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
B11,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa I,,0.02416,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Represa II,,0.00555,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,33.5,,"terra, enrocamento ou outros",126.0,irrigação,baixo,baixo,,,,não confiável ou < 500 anos,,não,,,,projeto,sim,Pública,sim,3.0,30.0,7.0,,,,10,,
Barramento 01,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Barramento 02,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Barramento 03,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Barramento 04,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Barramento 05,,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.230758,"terra, enrocamento ou outros",,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Baramento 1,,0.21941633,"terra, enrocamento ou outros",210.4,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Baramento 2,,0.226679,"terra, enrocamento ou outros",280.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Baramento 3,,0.150639,"terra, enrocamento ou outros",210.4,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.330412,"terra, enrocamento ou outros",,recreação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Barramento 01,,0.200655,"terra, enrocamento ou outros",180.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Barramento 02,,0.227,"terra, enrocamento ou outros",140.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Barramento 03,,0.2277,"terra, enrocamento ou outros",140.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,1.57613,"terra, enrocamento ou outros",250.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.386,"terra, enrocamento ou outros",135.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.186561,"terra, enrocamento ou outros",120.5,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.01683153,"terra, enrocamento ou outros",72.4,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.482625,"terra, enrocamento ou outros",61.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.0004,"terra, enrocamento ou outros",60.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,1.406,"terra, enrocamento ou outros",485.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.9166,"terra, enrocamento ou outros",330.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,2.592,"terra, enrocamento ou outros",225.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.4,"terra, enrocamento ou outros",48.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.7346,"terra, enrocamento ou outros",400.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.288,"terra, enrocamento ou outros",120.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.002,"terra, enrocamento ou outros",70.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.011922,"terra, enrocamento ou outros",60.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.005472,"terra, enrocamento ou outros",110.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.03,"terra, enrocamento ou outros",200.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.08,"terra, enrocamento ou outros",127.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.0002,"terra, enrocamento ou outros",6.0,abastecimento humano,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.482625,"terra, enrocamento ou outros",61.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.126604,"terra, enrocamento ou outros",116.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.0356225,"terra, enrocamento ou outros",148.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Pública,sim,3.0,,,,,,10,,
Sem denominação,,0.0288,"terra, enrocamento ou outros",140.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.0015,"terra, enrocamento ou outros",54.91,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.02324,"terra, enrocamento ou outros",166.0,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.001073,"terra, enrocamento ou outros",33.5,abastecimento humano,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,13.5,0.5257,"terra, enrocamento ou outros",315.0,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
Sem denominação,,0.72075,"terra, enrocamento ou outros",,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.79408451,"terra, enrocamento ou outros",,irrigação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.0085,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.040312,"terra, enrocamento ou outros",,recreação,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,0.01,"terra, enrocamento ou outros",,regularização de vazão,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,,,"terra, enrocamento ou outros",233.0,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
Barragem Pivô,20.0,,"terra, enrocamento ou outros",344.0,irrigação,médio,baixo,não,não,,não confiável ou < 500 anos,,não,não,,não,operação,sim,Particular,sim,3.0,50.0,7.0,5.0,5.0,,10,,0.0
Sem denominação,9.0,,"terra, enrocamento ou outros",165.0,regularização de vazão,médio,médio,não,não,,não confiável ou < 500 anos,,não,não,,não,operação,sim,Pública,sim,3.0,50.0,14.0,5.0,5.0,,10,,0.0
Sem denominação,9.0,,"terra, enrocamento ou outros",214.0,industrial,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
Sem denominação,8.5,1.0368,"terra, enrocamento ou outros",393.0,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
Sem denominação,,0.04515,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Particular,sim,3.0,,,,,,10,,
Sem denominação,5.2,,"terra, enrocamento ou outros",311.8,abastecimento humano,não se aplica,baixo,,não,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,5.0,,10,,0.0
Sem denominação,7.7,,"terra, enrocamento ou outros",164.0,irrigação,não se aplica,baixo,,não,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,5.0,,10,4.0,0.0
BARRAGEM,2.0,0.00045,"terra, enrocamento ou outros",60.0,regularização de vazão,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Particular,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM,4.5,0.0086,"terra, enrocamento ou outros",60.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Particular,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM,3.0,0.14985,"terra, enrocamento ou outros",20.0,irrigação,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Particular,sim,3.0,,,,,,10,4.0,0.0
ATS 66,7.0,0.013668,"terra, enrocamento ou outros",90.0,dessedentação animal,alto,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,70.0,7.0,5.0,5.0,5.0,10,4.0,0.0
ATS 67,7.0,0.014344,"terra, enrocamento ou outros",45.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
ATS 68,3.5,0.008505,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
ATS 69,6.0,0.00702,"terra, enrocamento ou outros",90.0,dessedentação animal,médio,alto,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Pública,sim,3.0,50.0,21.0,5.0,5.0,5.0,10,4.0,0.0
ATS 72,8.0,0.010631,"terra, enrocamento ou outros",57.5,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM N°73,3.5,0.011178,"terra, enrocamento ou outros",92.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°74,3.5,0.009477,"terra, enrocamento ou outros",78.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°75,3.5,0.014748,"terra, enrocamento ou outros",115.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°76,3.5,0.01273,"terra, enrocamento ou outros",82.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°77,3.5,0.013466,"terra, enrocamento ou outros",95.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM 12,3.5,0.01377,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
ATS 13,4.0,0.00438,"terra, enrocamento ou outros",96.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
ATS 14,9.0,0.00573,"terra, enrocamento ou outros",64.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
ATS 15,5.5,0.00833,"terra, enrocamento ou outros",117.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
ATS 16,6.0,0.0094,"terra, enrocamento ou outros",138.0,dessedentação animal,alto,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,70.0,7.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM N°01,8.0,0.1056,"terra, enrocamento ou outros",120.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,,sem informação,,Particular,sim,3.0,,,,,,10,4.0,
BARRAGEM N° 17,3.5,0.02457,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,operação,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 40,3.5,0.011137,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,operação,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 41,3.5,0.012656,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,operação,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 42,3.5,0.013365,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,operação,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 43,3.5,0.00567,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,operação,,Pública,sim,3.0,,,,,,10,4.0,0.0
DELSON I,9.0,0.14067,"terra, enrocamento ou outros",189.0,irrigação,médio,médio,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Particular,sim,3.0,50.0,14.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM N°1,3.5,0.04941,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°37,3.5,0.010935,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°38,3.5,0.007458,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°39,3.5,0.008788,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°71,3.5,0.01785,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°128,3.5,0.008221,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
ATS 12,6.0,0.01377,"terra, enrocamento ou outros",100.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM 01,4.0,0.065263,"terra, enrocamento ou outros",155.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,3.0,,,,,,10,,0.0
BARRAGEM 02,3.5,0.019971,"terra, enrocamento ou outros",97.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Sem Informação,sim,3.0,,,,,,10,,0.0
BARRAGEM 03,2.8,0.002367,"terra, enrocamento ou outros",33.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Sem Informação,sim,3.0,,,,,,10,,0.0
BARRAGEM 01,4.0,0.00144,"terra, enrocamento ou outros",12.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,3.0,,,,,,10,,0.0
BARRAGEM 01,1.0,0.0015,concreto convencional,4.0,recreação,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,1.0,,,,,,10,,0.0
BARRAGEM FAZ GUARUJA,7.0,1.01748213,"terra, enrocamento ou outros",322.0,irrigação,,,,,,cheia máxima provável,,não,não,,não,operação,,Particular,sim,3.0,,,,,,3,,0.0
BARRAGEM AGUA LIMPA I,10.0,0.03,"terra, enrocamento ou outros",120.4,irrigação,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Particular,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM N°1,5.0,2.0,"terra, enrocamento ou outros",800.0,irrigação,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,3.0,,,,,,10,,0.0
BARRAGEM N°2,5.0,0.133064,"terra, enrocamento ou outros",300.0,regularização de vazão,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,3.0,,,,,,10,,0.0
BARRAGEM N°3,5.0,0.155384,"terra, enrocamento ou outros",400.0,regularização de vazão,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,3.0,,,,,,10,,0.0
BARRAGEM N°4,5.0,0.054312,"terra, enrocamento ou outros",154.0,regularização de vazão,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,3.0,,,,,,10,,0.0
BARRAGEM 01,5.15,0.0215,"terra, enrocamento ou outros",135.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,sim,,não,operação,,Particular,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM 1,6.5,0.17938,"terra, enrocamento ou outros",445.0,irrigação,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,3.0,,,,,,10,,0.0
BARRAGEM 2,1.5,0.00042,"terra, enrocamento ou outros",45.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,,Particular,sim,3.0,,,,,,10,,0.0
BARRAGEM 78,3.5,0.008336,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM 79,3.5,0.016335,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM 80,3.5,0.01134,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM 81,3.5,0.01404,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°85,3.5,0.005386,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°86,3.5,0.012001,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°87,3.5,0.00486,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°88,3.5,0.004104,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°89,3.5,0.005197,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
