Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_UF,Barragem_Municipio,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Submetida à algum regulamento?,Houve alguma fiscalização no período deste RSB?
França,48.0,135.21,concreto convencional,208.0,hidrelétrica,SP,Juquitiba/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
FRANCA AMARAL,3.0,0.036,concreto convencional,54.0,hidrelétrica,RJ,Bom Jesus do Itabapoana/RJ-Sudeste; São José do Calçado/ES-Sudeste,baixo,baixo,não se aplica,não se aplica,não,não,não,não,sim,não,operação,não,sim,Não
Francisco Gross (Antiga Santa Fé),23.0,5.11,terra-enrocamento,145.0,hidrelétrica,ES,Alegre/ES-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Francisco Gross (Antiga Santa Fé),19.0,2.888,concreto convencional,120.0,hidrelétrica,ES,Alegre/ES-Sudeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Fruteiras,3.7,0.002821,concreto convencional,27.0,hidrelétrica,ES,Cachoeiro de Itapemirim/ES-Sudeste,baixo,médio,não se aplica,sim,não,não,não,não,não,não,operação,sim,sim,Não
Fumaça ,18.6,14.06,concreto convencional,80.0,hidrelétrica,MG,Mariana/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Sim
Fumaça,53.5,90.0,terra-enrocamento,154.0,hidrelétrica,SP,Ibiúna/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Fumaça,21.0,90.0,terra-enrocamento,69.0,hidrelétrica,SP,Ibiúna/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Fumaça,14.0,90.0,terra-enrocamento,44.0,hidrelétrica,SP,Ibiúna/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Fumaça,15.0,90.0,concreto convencional,61.0,hidrelétrica,SP,Ibiúna/SP-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Fumaça IV,7.0,0.045,concreto convencional,45.0,hidrelétrica,ES,Dores do Rio Preto/ES-Sudeste; Caiana/MG-Sudeste,baixo,baixo,não se aplica,não se aplica,não,sim,não,sim,não,não,operação,não,sim,Não
Fundão,42.5,34.594,concreto convencional,397.0,hidrelétrica,PR,Foz do Jordão/PR-Sul; Pinhão/PR-Sul,baixo,médio,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Fundão I,42.5,34.594,concreto convencional,397.0,hidrelétrica,PR,Foz do Jordão/PR-Sul; Pinhão/PR-Sul,baixo,médio,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Funil     ,26.0,1.21,terra-enrocamento,220.0,hidrelétrica,MG,Dores de Guanhães/MG-Sudeste,baixo,médio,não se aplica,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Funil  ,54.0,268.93,concreto convencional,599.0,hidrelétrica,MG,Lavras/MG-Sudeste; Perdões/MG-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Funil ,2.0,0.001,terra-enrocamento,33.0,hidrelétrica,MG,Belo Horizonte/MG-Sudeste,médio,baixo,não se aplica,não se aplica,não,sim,não,sim,não,não,operação,não,sim,Não
Funil    ,60.0,46.4,concreto convencional,293.0,hidrelétrica,BA,Ubaitaba/BA-Nordeste,médio,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Funil   ,85.0,901.3,terra-enrocamento,385.0,hidrelétrica,RJ,Itatiaia/RJ-Sudeste; Resende/RJ-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Funil   ,50.0,901.3,concreto convencional,2700.0,hidrelétrica,RJ,Itatiaia/RJ-Sudeste; Resende/RJ-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Furnas,127.0,24881.0,terra-enrocamento,554.0,hidrelétrica,MG,São João Batista do Glória/MG-Sudeste; São José da Barra/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Furnas,37.0,24881.0,terra-enrocamento,680.0,hidrelétrica,MG,São João Batista do Glória/MG-Sudeste; São José da Barra/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Furnas do Segredo,16.8,2.837022,terra-enrocamento,241.5,hidrelétrica,RS,Jaguari/RS-Sul,baixo,baixo,não se aplica,sim,não,não,não,não,não,não,operação,sim,sim,Não
Furquim,18.0,0.1845,concreto convencional,60.0,hidrelétrica,MG,Mariana/MG-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
G,32.0,6.2413779400000005,terra-enrocamento,70.0,hidrelétrica,MG,Nova Lima/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
G,15.37,0.002166,concreto convencional,24.9,hidrelétrica,MG,Nova Lima/MG-Sudeste,baixo,médio,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
G,8.0,0.003,concreto convencional,25.0,hidrelétrica,MG,Nova Lima/MG-Sudeste,baixo,baixo,não se aplica,não se aplica,não,não,sim,não,não,não,operação,não,sim,Não
Gafanhoto,8.0,2.42,terra-enrocamento,135.7,hidrelétrica,MG,Divinópolis/MG-Sudeste,baixo,baixo,não,não,não,não,sim,não,não,não,operação,não,sim,Não
Galheiros I,15.0,1.80905046,terra-enrocamento,460.0,hidrelétrica,GO,São Domingos/GO-Centro Oeste,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Galópolis ,3.5,0.01225,concreto convencional,50.0,hidrelétrica,RS,Caxias do Sul/RS-Sul,baixo,baixo,não se aplica,não,não,não,não,sim,não,não,operação,não,sim,Não
Garcia,19.0,4.25,concreto convencional,83.5,hidrelétrica,SC,Angelina/SC-Sul,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Garganta da Jararaca,19.0,3.52,terra-enrocamento,1337.0,hidrelétrica,MT,Campo Novo do Parecis/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Sim
Garibaldi,42.0,296.19,terra-enrocamento,1022.0,hidrelétrica,SC,Abdon Batista/SC-Sul,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Gavião Peixoto,8.0,0.12,concreto convencional,144.0,hidrelétrica,SP,Gavião Peixoto/SP-Sudeste,baixo,baixo,não se aplica,sim,não,não,não,não,não,não,operação,não,sim,Não
Gindaí,5.0,0.0,concreto convencional,55.0,hidrelétrica,PE,Rio Formoso/PE-Nordeste; Sirinhaém/PE-Nordeste,baixo,baixo,não se aplica,não se aplica,não,não,não,sim,não,não,operação,não,sim,Não
Glória ,14.0,3.0,concreto convencional,58.0,hidrelétrica,MG,Muriaé/MG-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Goiandira,50.0,77.55,concreto convencional,348.0,hidrelétrica,GO,Goiandira/GO-Centro Oeste; Nova Aurora/GO-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Governador Bento Munhoz da Rocha Neto (Foz do Areia),160.0,5779.0,terra-enrocamento,828.0,hidrelétrica,PR,Guarapuava/PR-Sul; Mangueirinha/PR-Sul; Pinhão/PR-Sul,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Governador Jayme Canet Júnior - GJC (Antiga Mauá),82.5,2137.0,concreto convencional,725.6,hidrelétrica,PR,Ortigueira/PR-Sul; Telêmaco Borba/PR-Sul,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Governador José Richa (Salto Caxias),67.0,3572.76,concreto convencional,1083.0,hidrelétrica,PR,Capitão Leônidas Marques/PR-Sul; Realeza/PR-Sul; Salto do Lontra/PR-Sul,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Governador Ney Aminthas de Barros Braga (Segredo),145.0,2942.38,terra-enrocamento,720.0,hidrelétrica,PR,Guarapuava/PR-Sul; Mangueirinha/PR-Sul; Pinhão/PR-Sul,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Sim
Governador Pedro Viriato Parigot de Souza (Capivari/Cachoeira),60.0,179.0,terra-enrocamento,370.0,hidrelétrica,PR,Antonina/PR-Sul,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Graça Brennand (Antiga Terra Santa) ,39.0,65.662,terra-enrocamento,1150.0,hidrelétrica,MT,Barra do Bugres/MT-Centro Oeste; Tangará da Serra/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Graça Brennand (Antiga Terra Santa) ,10.0,65.662,terra-enrocamento,500.0,hidrelétrica,MT,Barra do Bugres/MT-Centro Oeste; Tangará da Serra/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Guaporé ,20.0,22.63,terra-enrocamento,1011.8,hidrelétrica,MT,Pontes e Lacerda/MT-Centro Oeste,baixo,médio,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Guaporé ,2.1,22.63,terra-enrocamento,360.0,hidrelétrica,MT,Pontes e Lacerda/MT-Centro Oeste,baixo,médio,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Guaricana,29.5,6.83,concreto convencional,95.5,hidrelétrica,PR,Guaratuba/PR-Sul,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Guarita,11.5,10.6,concreto convencional,188.5,hidrelétrica,RS,Erval Seco/RS-Sul,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Guarita,7.0,0.058,concreto convencional,100.0,hidrelétrica,RS,Erval Seco/RS-Sul,baixo,baixo,não,sim,não,não,não,não,não,não,operação,não,sim,Não
Guary,4.0,0.0124,concreto convencional,8.0,hidrelétrica,MG,Santos Dumont/MG-Sudeste,baixo,baixo,não se aplica,sim,não,não,não,não,sim,não,operação,não,sim,Não
Guilman Amorim,41.0,11.5,concreto convencional,143.0,hidrelétrica,MG,Antônio Dias/MG-Sudeste; Nova Era/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Henry Borden,31.0,962.791,terra-enrocamento,375.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,não,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,35.0,39.137,concreto convencional,173.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,25.0,39.137,terra-enrocamento,115.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,16.0,189.956,terra-enrocamento,1500.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Henry Borden,15.0,2.71,terra-enrocamento,120.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,médio,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Henry Borden,17.6,2.752,concreto convencional,146.6,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,baixo,não se aplica,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,38.0,962.791,terra-enrocamento,1500.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Henry Borden,9.0,962.791,concreto convencional,383.7,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,10.0,962.791,terra-enrocamento,465.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,19.0,962.791,terra-enrocamento,403.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,10.0,962.791,terra-enrocamento,400.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,17.0,962.791,terra-enrocamento,300.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,19.0,39.137,terra-enrocamento,62.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Henry Borden,15.0,39.137,terra-enrocamento,50.0,hidrelétrica,SP,Cubatão/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Herval,11.2,0.153,concreto convencional,72.8,hidrelétrica,RS,Santa Maria do Herval/RS-Sul,baixo,baixo,não,sim,não,não,não,não,não,não,operação,não,sim,Não
Ibirama,14.0,0.1235,terra-enrocamento,270.0,hidrelétrica,SC,Ibirama/SC-Sul,baixo,baixo,não se aplica,não se aplica,não,não,sim,não,não,não,operação,não,sim,Não
Ibitinga,47.0,981.0,terra-enrocamento,1519.75,hidrelétrica,SP,Ibitinga/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,sim,operação,sim,sim,Não
Igarapava,42.1,241.84,terra-enrocamento,1140.0,hidrelétrica,SP,Conquista/MG-Sudeste; Igarapava/SP-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Ijuizinho ,3.0,0.002265,concreto convencional,268.5,hidrelétrica,RS,Entre-Ijuís/RS-Sul,baixo,baixo,não se aplica,não,não,não,não,não,não,não,operação,não,sim,Não
Ijuizinho,6.5,0.056,concreto convencional,175.0,hidrelétrica,RS,Eugênio de Castro/RS-Sul,baixo,baixo,não,sim,não,não,não,não,não,não,operação,não,sim,Não
Ilha Comprida,22.0,15.13,terra-enrocamento,540.0,hidrelétrica,MT,Campos de Júlio/MT-Centro Oeste; Sapezal/MT-Centro Oeste,baixo,médio,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Ilha dos Pombos,18.0,7.87,concreto convencional,700.0,hidrelétrica,RJ,Além Paraíba/MG-Sudeste; Carmo/RJ-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Sim
Ilha dos Pombos,32.0,7.87,terra-enrocamento,2900.0,hidrelétrica,RJ,Além Paraíba/MG-Sudeste; Carmo/RJ-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Sim
Ilha Solteira,71.0,22273.0,terra-enrocamento,4630.0,hidrelétrica,SP,Selvíria/MS-Centro Oeste; Ilha Solteira/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Indaiá Grande,21.0,49.08,terra-enrocamento,1874.0,hidrelétrica,MS,Cassilândia/MS-Centro Oeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Indaiazinho  (Antiga Indaiazinho Grande),16.5,21.81,terra-enrocamento,714.2,hidrelétrica,MS,Cassilândia/MS-Centro Oeste,baixo,alto,não,sim,não,sim,não,não,não,não,operação,sim,sim,Sim
Indiavaí,38.0,3.45,terra-enrocamento,175.0,hidrelétrica,MT,Indiavaí/MT-Centro Oeste; Jauru/MT-Centro Oeste,baixo,médio,não se aplica,sim,não,não,não,não,não,não,operação,sim,sim,Não
Inhapim,2.5,0.009,concreto convencional,50.0,hidrelétrica,MG,Inhapim/MG-Sudeste,médio,baixo,não se aplica,não se aplica,não,não,não,não,não,não,operação,não,sim,Não
Inxú,20.5,4.22,terra-enrocamento,480.0,hidrelétrica,MT,Campo Novo do Parecis/MT-Centro Oeste; Nova Maringá/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Irapé,210.0,5963.92,terra-enrocamento,590.0,hidrelétrica,MG,Berilo/MG-Sudeste; Grão Mogol/MG-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Irara,44.0,36.3,terra-enrocamento,480.0,hidrelétrica,GO,Rio Verde/GO-Centro Oeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Isamu Ikeda,28.0,82.0,terra-enrocamento,397.91,hidrelétrica,TO,Monte do Carmo/TO-Norte; Ponte Alta do Tocantins/TO-Norte,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Itá,125.0,5100.0,terra-enrocamento,880.0,hidrelétrica,RS,Aratiba/RS-Sul; Itá/SC-Sul,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Itá,22.0,5100.0,terra-enrocamento,582.0,hidrelétrica,RS,Aratiba/RS-Sul; Itá/SC-Sul,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Itá,22.0,5100.0,terra-enrocamento,534.0,hidrelétrica,RS,Aratiba/RS-Sul; Itá/SC-Sul,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Itá,29.0,5100.0,terra-enrocamento,490.0,hidrelétrica,RS,Aratiba/RS-Sul; Itá/SC-Sul,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Itaguaçu,8.5,0.8277846,concreto convencional,158.6,hidrelétrica,PR,Boa Ventura de São Roque/PR-Sul; Pitanga/PR-Sul,baixo,baixo,não se aplica,sim,não,sim,não,não,não,não,operação,não,sim,Não
itaipava,5.2,0.224,concreto convencional,306.25,hidrelétrica,SP,Santa Rosa de Viterbo/SP-Sudeste,médio,baixo,não se aplica,não se aplica,não,não,não,sim,não,não,operação,não,sim,Não
Itapebi,106.0,1633.56,terra-enrocamento,620.0,hidrelétrica,BA,Itapebi/BA-Nordeste,médio,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Sim
Itaúba,97.0,382.896542,terra-enrocamento,385.0,hidrelétrica,RS,Pinhal Grande/RS-Sul,baixo,alto,não,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Itiquira (Casas de Forças  I e  II) ,11.0,4.8,terra-enrocamento,1200.0,hidrelétrica,MT,Itiquira/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Itiquira (Casas de Forças  I e  II) ,19.0,4.8,terra-enrocamento,410.0,hidrelétrica,MT,Itiquira/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Itiquira (Casas de Forças  I e  II) ,19.0,4.8,terra-enrocamento,550.0,hidrelétrica,MT,Itiquira/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Itumbiara,106.0,17975.0,terra-enrocamento,6769.0,hidrelétrica,MG,Araporã/MG-Sudeste; Itumbiara/GO-Centro Oeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Itupararanga,35.0,302.087,concreto convencional,415.0,hidrelétrica,SP,Votorantim/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Itupararanga,7.0,302.087,concreto convencional,60.0,hidrelétrica,SP,Votorantim/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Itupararanga,20.0,302.087,concreto convencional,139.0,hidrelétrica,SP,Votorantim/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Itutinga,25.0,11.4,terra-enrocamento,550.0,hidrelétrica,MG,Itutinga/MG-Sudeste; Nazareno/MG-Sudeste,baixo,alto,não,não,não,não,não,não,não,não,operação,sim,sim,Não
Ivan Botelho I (Antiga Ponte),28.0,17.05,concreto convencional,272.5,hidrelétrica,MG,Descoberto/MG-Sudeste; Guarani/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Ivan Botelho II (Antiga Palestina),31.5,5.213,terra-enrocamento,192.85,hidrelétrica,MG,Guarani/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Ivan Botelho III (Antiga Triunfo),40.0,5.213,terra-enrocamento,215.82,hidrelétrica,MG,Astolfo Dutra/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Jacaré Pepira,12.0,11.5,concreto convencional,226.0,hidrelétrica,SP,Brotas/SP-Sudeste,médio,médio,não,não,não,não,não,sim,não,não,operação,sim,sim,Não
Jacuí,24.45,34.49789,concreto convencional,431.5,hidrelétrica,RS,Salto do Jacuí/RS-Sul,baixo,alto,não,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Jaguara,71.0,470.0,terra-enrocamento,682.5,hidrelétrica,SP,Sacramento/MG-Sudeste; Rifaina/SP-Sudeste,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Jaguara,8.0,470.0,terra-enrocamento,325.0,hidrelétrica,SP,Sacramento/MG-Sudeste; Rifaina/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Jaguari ,67.0,1399.0,concreto convencional,435.0,hidrelétrica,SP,Jacareí/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Jaguari ,60.0,1399.0,terra-enrocamento,210.0,hidrelétrica,SP,Jacareí/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Jaguari,23.5,6.3,terra-enrocamento,133.78,hidrelétrica,SP,Pedreira/SP-Sudeste,médio,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Jamari,24.0,56.26,terra-enrocamento,1519.0,hidrelétrica,RO,Ariquemes/RO-Norte,alto,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Sim
Jararaca,28.0,7.6,concreto convencional,218.88,hidrelétrica,RS,Nova Roma do Sul/RS-Sul; Veranópolis/RS-Sul,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Jardim,13.5,2.955998,concreto convencional,212.0,hidrelétrica,RS,André da Rocha/RS-Sul; Muitos Capões/RS-Sul,baixo,baixo,não se aplica,não se aplica,não,sim,não,sim,não,não,operação,não,sim,Não
Jataí,14.0,0.708,terra-enrocamento,284.0,hidrelétrica,GO,Jataí/GO-Centro Oeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Jauru,35.0,169.45426,terra-enrocamento,570.0,hidrelétrica,MT,Indiavaí/MT-Centro Oeste; Jauru/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Jauru,45.0,169.45426,terra-enrocamento,330.0,hidrelétrica,MT,Indiavaí/MT-Centro Oeste; Jauru/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Jirau,60.0,2746.7,terra-enrocamento,7868.5,hidrelétrica,RO,Porto Velho/RO-Norte,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Jirau,57.55,2746.7,terra-enrocamento,720.0,hidrelétrica,RO,Porto Velho/RO-Norte,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Jirau,46.15,2746.7,terra-enrocamento,474.0,hidrelétrica,RO,Porto Velho/RO-Norte,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Jirau,33.5,2746.7,terra-enrocamento,785.0,hidrelétrica,RO,Porto Velho/RO-Norte,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Jirau,60.0,2746.7,concreto convencional,1029.0,hidrelétrica,RO,Porto Velho/RO-Norte,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Jirau,53.1,2746.7,concreto convencional,625.6,hidrelétrica,RO,Porto Velho/RO-Norte,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Jirau,53.5,2746.7,concreto convencional,2040.0,hidrelétrica,RO,Porto Velho/RO-Norte,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
João Baptista de Lima Figueiredo,7.5,0.15038094,concreto convencional,177.3,hidrelétrica,SP,São José do Rio Pardo/SP-Sudeste; Tapiratiba/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
João Borges,14.0,25.0,terra-enrocamento,94.0,hidrelétrica,SC,Campo Belo do Sul/SC-Sul; Lages/SC-Sul; São José do Cerrito/SC-Sul,baixo,médio,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
João Borges,23.0,25.0,concreto convencional,170.4,hidrelétrica,SC,Campo Belo do Sul/SC-Sul; Lages/SC-Sul; São José do Cerrito/SC-Sul,baixo,médio,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
João Borges,12.0,25.0,terra-enrocamento,89.0,hidrelétrica,SC,Campo Belo do Sul/SC-Sul; Lages/SC-Sul; São José do Cerrito/SC-Sul,baixo,médio,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
João Borges,10.0,25.0,terra-enrocamento,131.0,hidrelétrica,SC,Campo Belo do Sul/SC-Sul; Lages/SC-Sul; São José do Cerrito/SC-Sul,baixo,médio,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
João Borges,5.0,25.0,terra-enrocamento,152.0,hidrelétrica,SC,Campo Belo do Sul/SC-Sul; Lages/SC-Sul; São José do Cerrito/SC-Sul,baixo,médio,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
João Borges,8.0,25.0,terra-enrocamento,310.0,hidrelétrica,SC,Campo Belo do Sul/SC-Sul; Lages/SC-Sul; São José do Cerrito/SC-Sul,baixo,médio,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
João Camilo Penna (Antiga Cachoeira do Emboque),17.0,22.089,concreto convencional,88.86,hidrelétrica,MG,Raul Soares/MG-Sudeste,baixo,alto,não,sim,não,não,sim,não,não,não,operação,sim,sim,Não
João Franco,1.0,0.0,concreto convencional,80.0,hidrelétrica,MG,Campestre/MG-Sudeste,baixo,baixo,não se aplica,não se aplica,não,não,não,sim,não,não,operação,não,sim,Não
Joasal,4.0,0.056,concreto convencional,35.0,hidrelétrica,MG,Juiz de Fora/MG-Sudeste,baixo,baixo,não,não,não,não,sim,não,não,não,operação,não,sim,Não
José Barasuol (Antiga Linha 3 Leste),17.0,5.74,concreto convencional,248.0,hidrelétrica,RS,Ijuí/RS-Sul,baixo,médio,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Juba I,17.5,3.5,terra-enrocamento,470.0,hidrelétrica,MT,Barra do Bugres/MT-Centro Oeste; Tangará da Serra/MT-Centro Oeste,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Juba II,13.5,8.5,terra-enrocamento,900.0,hidrelétrica,MT,Barra do Bugres/MT-Centro Oeste; Tangará da Serra/MT-Centro Oeste,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Jucu,5.0,0.011729,concreto convencional,44.0,hidrelétrica,ES,Domingos Martins/ES-Sudeste,baixo,médio,não se aplica,sim,não,não,não,não,não,não,operação,sim,sim,Não
